Item,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63
thiothixene,0.18542352,2.774439,1.8898995,3.260276,0.0,3.582467,1.6912106,1.0630639,3.202967,2.0630252,0.0,2.4913611,2.339869,3.354445,0.0,0.0,4.533704,4.176929,3.3136477,1.8956267,0.0,1.3924142,0.0,3.147684,0.53568137,0.0,2.4123921,0.0,0.0,0.0,0.0,0.0,0.0,1.5383854,0.0,0.0,1.8072346,0.0,0.0,0.0,2.5778348,5.0892377,0.0,1.7650448,1.5597078,4.5609546,1.6841633,0.0,1.4134549,0.7711082,0.0,1.4903582,2.6185732,1.435328,0.0,0.0,0.0,1.6069603,0.0,3.4332137,5.5882196,0.95364153,0.0,0.0
thyroxine,0.0,1.3184334,0.0,1.233639,0.8476993,0.99490494,0.56011945,0.0,1.8412809,1.9816037,0.0,2.3068736,0.8174743,2.1273918,0.0,0.0,2.9353287,1.6316626,0.9276212,0.3942439,0.0,2.2814019,0.0,1.8260307,0.7107808,0.0,1.9180208,0.0,0.0,0.0,0.11645551,0.0,0.462342,0.4628086,0.0,0.0,0.5326347,0.0,0.0,0.0,1.7585692,2.954938,0.0,0.8355927,2.2695656,2.739355,2.1785872,0.0,0.37048241,0.0,0.0,2.3341222,0.90344846,2.336245,0.0,0.0,0.0,0.88961947,0.0,2.313794,3.2908466,0.7440835,0.0,0.0
timolol,1.3437953,3.0544543,3.684988,3.3309195,0.0,3.9277885,2.3301096,2.431454,3.8523355,1.1438291,0.0,0.91936713,2.5469944,3.8270943,0.0,0.0,3.9160326,4.7834277,4.3939233,2.2461321,0.0,0.0,0.0,3.0627706,0.0,0.0,1.3351276,0.0,0.0,0.0,0.0,0.0,0.0,1.8555484,0.0,0.0,1.9843794,0.0,0.0,0.0,2.2503092,4.5869546,0.0,2.2936053,0.08260928,3.776912,0.91461575,0.0,2.1670213,2.3734448,0.0,0.94847274,2.6859648,1.0685909,0.0,0.0,0.0,1.5622445,0.0,2.770449,5.3895497,1.3835963,0.0,0.0
tolbutamide,1.7200738,2.880119,4.24655,2.9585319,0.0,3.687016,2.3683424,2.8190644,3.8835313,0.5838153,0.0,0.04255233,2.3330991,3.8149042,0.0,0.0,3.2603087,4.6194067,4.5222073,2.1980133,0.0,0.0,0.0,2.6855826,0.0,0.24653058,0.6871874,0.0,0.0,0.0,0.0,0.0,0.0,1.8720444,0.0,0.0,1.8466984,0.0,0.0,0.0,1.8864641,3.867093,0.0,2.3614237,0.0,2.9878492,0.5146392,0.0,2.380013,2.9314134,0.0,0.67753077,2.3858216,0.95294,0.0,0.0,0.0,1.3638073,0.0,2.1577206,4.7886124,1.5083464,0.0,0.0
tolmetin,1.9067055,2.7623,4.376251,2.794308,0.0,3.6759784,2.3322356,3.0068245,3.7873542,0.37924987,0.0,0.0,2.2458804,3.7795994,0.0,0.0,3.0887136,4.5295362,4.519831,2.2432938,0.0,0.0,0.0,2.5232124,0.0,0.40566105,0.5258846,0.0,0.0,0.0,0.0,0.0,0.0,1.8560271,0.0,0.0,1.8085065,0.0,0.0,0.0,1.7401184,3.5719783,0.0,2.3246965,0.0,2.7954152,0.36577275,0.0,2.4370909,3.0735736,0.0,0.4625512,2.3268342,0.8239211,0.0,0.0,0.0,1.3084692,0.0,1.971618,4.5295563,1.5222248,0.0,0.0
trazodone,0.9611927,3.0061529,2.9010277,3.4712074,0.0,4.057603,2.09249,2.0124846,3.5484464,1.5919774,0.0,1.8740504,2.5913975,3.6588206,0.0,0.0,4.4406934,4.6660123,4.0420856,2.2794046,0.0,0.4968058,0.0,3.2025166,0.26458913,0.0,1.9901288,0.0,0.0,0.0,0.0,0.0,0.0,1.7751412,0.0,0.0,2.025015,0.0,0.0,0.0,2.458801,5.069542,0.0,2.058745,0.7338518,4.4338756,1.2343622,0.0,1.8699735,1.6771047,0.0,1.0579723,2.8756366,1.08609,0.0,0.0,0.0,1.6665726,0.0,3.2636588,5.7235327,1.1478081,0.0,0.0
tretinoin,1.7812473,2.9208918,3.9018762,3.1813881,0.0,4.136902,2.2891061,2.9170034,3.7064476,0.79419243,0.0,0.76060265,2.4781058,3.8002284,0.0,0.0,3.8279862,4.734158,4.5244884,2.470219,0.0,0.0,0.0,2.8489735,0.0,0.0,1.171592,0.0,0.0,0.0,0.0,0.0,0.0,1.9259716,0.0,0.0,2.0173848,0.0,0.0,0.0,2.0528388,4.3417573,0.0,2.2475703,0.0,3.628446,0.6609724,0.0,2.2933319,2.6350608,0.0,0.5261334,2.7120035,0.7958852,0.0,0.0,0.0,1.5335829,0.0,2.6264524,5.208506,1.343183,0.0,0.0
trifluoperazine,0.681219,2.832128,2.3217623,3.354232,0.0,3.928522,1.8272965,1.6639513,3.2327116,1.7747077,0.0,2.334069,2.461734,3.4276445,0.0,0.0,4.543178,4.3752723,3.6526108,2.1823308,0.0,0.8989677,0.0,3.0976865,0.43260148,0.0,2.2714887,0.0,0.0,0.0,0.0,0.0,0.0,1.6644604,0.0,0.0,1.936136,0.0,0.0,0.0,2.4710941,5.0871058,0.0,1.8253742,1.0840713,4.588447,1.3809322,0.0,1.6155833,1.1973526,0.0,1.1060042,2.8257608,1.109748,0.0,0.0,0.0,1.6402574,0.0,3.3761463,5.646609,0.9695582,0.0,0.0
trimethoprim,1.3159349,2.998819,3.906079,3.142574,0.0,3.5911777,2.3647094,2.3690667,3.940402,0.9693474,0.0,0.3880111,2.420513,3.7948072,0.0,0.0,3.4754486,4.6513996,4.36859,2.0548496,0.0,0.0,0.0,2.9131448,0.0,0.0,0.9645398,0.0,0.0,0.0,0.0,0.0,0.0,1.8073767,0.0,0.0,1.8500117,0.0,0.0,0.0,2.105589,4.198134,0.0,2.3488226,0.0,3.273967,0.77884686,0.0,2.202719,2.583993,0.0,1.0282637,2.4303508,1.1488736,0.0,0.0,0.0,1.4269617,0.0,2.4049084,5.0373964,1.4890425,0.0,0.0
trimipramine,1.9594936,2.7726398,3.8383234,3.0433674,0.0,4.198676,2.180345,3.0927756,3.4936724,0.633161,0.0,0.7918566,2.3895752,3.6817377,0.0,0.0,3.7766123,4.587973,4.4593244,2.563173,0.0,0.0,0.0,2.6775172,0.0,0.04675617,1.1445261,0.0,0.0,0.0,0.0,0.0,0.0,1.9170781,0.0,0.0,2.0011187,0.0,0.0,0.0,1.9177148,4.173388,0.0,2.1373727,0.0,3.5614526,0.54710466,0.0,2.2792497,2.6379309,0.0,0.2770692,2.6976423,0.621434,0.0,0.0,0.0,1.4990605,0.0,2.5581238,5.04022,1.2566932,0.0,0.0
ursodeoxycholic acid,0.5489029,3.0142555,2.5840232,3.4715517,0.0,3.79525,2.0260973,1.5277083,3.5523539,1.857808,0.0,2.03579,2.553585,3.5982177,0.0,0.0,4.45197,4.5534043,3.8069015,2.0510979,0.0,0.8931685,0.0,3.2752063,0.33765733,0.0,2.1222384,0.0,0.0,0.0,0.0,0.0,0.0,1.6824816,0.0,0.0,1.9375393,0.0,0.0,0.0,2.5628943,5.1498947,0.0,2.0214689,1.1042355,4.4720864,1.4540561,0.0,1.7059802,1.3536333,0.0,1.3854448,2.7692463,1.3281314,0.0,0.0,0.0,1.6409721,0.0,3.333479,5.7248507,1.1365869,0.0,0.0
valproic acid,1.4468707,1.1184264,3.7440674,0.97767013,0.0,1.5703441,1.3963585,1.9638896,2.4955919,0.0,0.0,0.0,0.7568142,2.7423928,0.0,0.0,0.65617204,2.4139826,2.670787,1.0663297,0.0,0.0,0.0,0.712017,0.0,1.2685226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0148345,0.0,0.0,0.5348474,0.0,0.0,0.0,0.32981014,0.65892196,0.0,1.5380857,0.0,0.29278252,0.0,0.0,1.7217921,2.6690955,0.0,0.22450992,0.54818934,0.6987592,0.0,0.0,0.0,0.28033477,0.0,0.013039815,1.3842329,1.4885662,0.0,0.0
verapamil,0.0,2.756832,1.7692804,3.1952877,0.0,3.4051313,1.6674813,0.83045673,3.2012212,2.1387148,0.0,2.4980547,2.28301,3.332125,0.0,0.0,4.495097,4.0719023,3.1895266,1.770371,0.0,1.5368907,0.0,3.1515274,0.54536474,0.0,2.4157176,0.0,0.0,0.0,0.0,0.0,0.0,1.4846227,0.0,0.0,1.7305572,0.0,0.0,0.0,2.6048467,5.0385346,0.0,1.7652478,1.7011074,4.4939895,1.7805661,0.0,1.3529564,0.6282573,0.0,1.6313013,2.5162234,1.5681157,0.0,0.0,0.0,1.5852907,0.0,3.411752,5.5372734,0.97626984,0.0,0.0
vinblastine,0.0,1.1720866,0.0,1.0397357,0.9815363,0.7792328,0.47358322,0.0,1.7376642,1.9357845,0.0,2.184629,0.6959528,2.0142,0.0,0.0,2.6976495,1.4452481,0.75699216,0.24580939,0.0,2.25247,0.0,1.672288,0.69285166,0.0,1.8143009,0.0,0.0,0.0,0.3189749,0.0,0.6179356,0.3635039,0.0,0.0,0.42747816,0.0,0.0,0.0,1.6353505,2.7243202,0.0,0.73623174,2.2508967,2.5150526,2.1809006,0.0,0.31538007,0.0,0.0,2.4037876,0.7608447,2.3940883,0.0,0.0,0.0,0.8155856,0.0,2.1855173,3.0250807,0.7197464,0.0,0.0
vincristine,0.0,1.119477,0.0,0.9726127,1.0192922,0.70947176,0.4416137,0.0,1.6948428,1.9112295,0.0,2.1388073,0.6532197,1.9691893,0.0,0.0,2.612632,1.3782824,0.70050645,0.20101275,0.0,2.232336,0.0,1.614279,0.68543017,0.0,1.7744884,0.0,0.0,0.0,0.37881395,0.0,0.6656871,0.33099648,0.0,0.0,0.3928036,0.0,0.0,0.0,1.5882918,2.6382458,0.0,0.7004505,2.2338433,2.4331374,2.170372,0.0,0.29653123,0.0,0.0,2.4116642,0.71262413,2.399643,0.0,0.0,0.0,0.7879744,0.0,2.134672,2.927555,0.70784533,0.0,0.0
vitamin b 12,0.0,0.31149626,0.0,0.0,1.1081353,0.0,0.0,0.0,0.8419524,1.1576774,0.0,1.0759141,0.0,1.0851612,0.0,0.0,1.0150989,0.30781192,0.0,0.0,0.0,1.3838586,0.0,0.5833787,0.47042817,0.0,0.95929956,0.0,0.074912205,0.0,0.9230267,0.0,1.0943093,0.0,0.0,0.0,0.00024295412,0.0,0.0,0.0,0.69872856,1.0730807,0.0,0.12942939,1.4530864,0.9129239,1.4398031,0.0,0.0,0.0,0.0,1.8343067,0.0,1.8679558,0.0,0.0,0.0,0.28265348,0.28886268,1.0132571,1.1529918,0.45392323,0.0,0.0
zidovudine,1.1491994,2.8831623,3.9136918,2.8937323,0.0,3.1210716,2.3106139,2.121267,3.9149704,0.86738217,0.0,0.0,2.237643,3.6536236,0.0,0.0,2.99816,4.3884144,4.174896,1.7738104,0.0,0.0,0.0,2.7188156,0.0,0.111875474,0.6589863,0.0,0.0,0.0,0.0,0.0,0.0,1.6981001,0.0,0.0,1.6538138,0.0,0.0,0.0,1.9444792,3.781154,0.0,2.3239598,0.0,2.770413,0.69934815,0.0,2.134131,2.6149704,0.0,1.1628675,2.1082969,1.264309,0.0,0.0,0.0,1.2631823,0.0,2.0369818,4.616902,1.5429766,0.0,0.0
dinoprostone,0.8581516,3.0830402,3.1237323,3.4522576,0.0,3.8145292,2.207847,1.8866057,3.7588024,1.5764854,0.0,1.4860463,2.5806375,3.7279067,0.0,0.0,4.1922965,4.7012324,4.0944724,2.1012204,0.0,0.4119154,0.0,3.2291374,0.14278005,0.0,1.7501007,0.0,0.0,0.0,0.0,0.0,0.0,1.7554587,0.0,0.0,1.958046,0.0,0.0,0.0,2.452258,4.931686,0.0,2.1835797,0.651654,4.152937,1.2245142,0.0,1.9188873,1.8406258,0.0,1.2700553,2.728687,1.2515427,0.0,0.0,0.0,1.6097212,0.0,3.072664,5.613267,1.2821656,0.0,0.0
ofloxacin,0.90773904,3.0661693,3.0448742,3.479273,0.0,3.938761,2.1709487,1.9513869,3.6877532,1.5904747,0.0,1.6590753,2.5993562,3.716688,0.0,0.0,4.3198442,4.7111382,4.093307,2.1879497,0.0,0.44931227,0.0,3.2357302,0.1952116,0.0,1.8614329,0.0,0.0,0.0,0.0,0.0,0.0,1.7728773,0.0,0.0,1.9971834,0.0,0.0,0.0,2.4681025,5.0161185,0.0,2.1421027,0.6893451,4.29511,1.2341672,0.0,1.9079244,1.7801489,0.0,1.1843122,2.8067338,1.1851295,0.0,0.0,0.0,1.643114,0.0,3.1707392,5.689165,1.2308326,0.0,0.0
gemfibrozil,2.022071,2.6715267,4.4155917,2.6819906,0.0,3.6763911,2.2841983,3.1167457,3.6893966,0.25471845,0.0,0.0,2.1820858,3.7352214,0.0,0.0,2.9982288,4.449707,4.4930916,2.2789712,0.0,0.0,0.0,2.4039035,0.0,0.49243265,0.448457,0.0,0.0,0.0,0.0,0.0,0.0,1.8410207,0.0,0.0,1.7786642,0.0,0.0,0.0,1.6388854,3.390898,0.0,2.2790318,0.0,2.6890128,0.2786988,0.0,2.4539847,3.129434,0.0,0.31234387,2.2902749,0.7339437,0.0,0.0,0.0,1.2715306,0.0,1.8625321,4.367796,1.5142435,0.0,0.0
epirubicin,0.0,2.258649,0.7777943,2.3115382,0.0,1.9060264,1.2303697,0.0,2.755068,2.3328118,0.0,2.3289511,1.5854697,2.7890124,0.0,0.0,3.7286258,2.8669803,1.9920591,0.8139819,0.0,2.2631698,0.0,2.7163446,0.59259486,0.0,2.1684942,0.0,0.0,0.0,0.0,0.0,0.0,0.9685229,0.0,0.0,1.0187428,0.0,0.0,0.0,2.4129434,4.0969853,0.0,1.4944355,2.3686266,3.5536318,2.1935077,0.0,0.79387546,0.0,0.0,2.3417892,1.5588802,2.2783544,0.0,0.0,0.0,1.2230335,0.0,2.863342,4.5178456,0.98184836,0.0,0.0
idarubicin,0.0,2.509202,1.1676605,2.6839705,0.0,2.3825855,1.4472018,0.0,3.0284142,2.3407733,0.0,2.3130105,1.8769906,3.0444622,0.0,0.0,4.0050406,3.34982,2.4640021,1.1042479,0.0,2.0649223,0.0,2.9480882,0.5538044,0.0,2.2405827,0.0,0.0,0.0,0.0,0.0,0.0,1.159908,0.0,0.0,1.2755257,0.0,0.0,0.0,2.5407133,4.469211,0.0,1.6583556,2.2139683,3.853371,2.0933318,0.0,1.0160735,0.0052007567,0.0,2.197532,1.8669585,2.110749,0.0,0.0,0.0,1.3595257,0.0,3.0658407,4.9305634,1.0293548,0.0,0.0
citalopram,1.5543544,2.9755232,3.5759225,3.3303957,0.0,4.1982675,2.2443206,2.6720176,3.6559858,1.0750849,0.0,1.1966921,2.5553968,3.7751813,0.0,0.0,4.11433,4.7693686,4.402384,2.4536412,0.0,0.0,0.0,3.0072181,0.065541014,0.0,1.4912623,0.0,0.0,0.0,0.0,0.0,0.0,1.8933353,0.0,0.0,2.0594804,0.0,0.0,0.0,2.2156255,4.659662,0.0,2.192305,0.053858843,3.989385,0.8700689,0.0,2.168153,2.3163571,0.0,0.6710549,2.8287985,0.8648137,0.0,0.0,0.0,1.6140088,0.0,2.906646,5.4563365,1.2680464,0.0,0.0
mifepristone,0.33746636,2.825304,2.0657866,3.3236258,0.0,3.7028425,1.7637861,1.2538898,3.260345,1.9881053,0.0,2.422924,2.4033213,3.4091985,0.0,0.0,4.548707,4.284846,3.455769,1.984005,0.0,1.237011,0.0,3.1668816,0.49504563,0.0,2.3644016,0.0,0.0,0.0,0.0,0.0,0.0,1.5890272,0.0,0.0,1.8610704,0.0,0.0,0.0,2.5659058,5.123241,0.0,1.8117594,1.4125957,4.5840683,1.5981151,0.0,1.494117,0.9312812,0.0,1.3982817,2.6978238,1.3526312,0.0,0.0,0.0,1.6275814,0.0,3.4286275,5.6429796,0.97750324,0.0,0.0
felodipine,0.7106868,3.0245657,2.7201154,3.4863656,0.0,3.9061325,2.0559888,1.7264129,3.5612621,1.7585425,0.0,1.9810671,2.5786912,3.6271524,0.0,0.0,4.452503,4.6104665,3.9117706,2.1496713,0.0,0.7307077,0.0,3.2500336,0.29879624,0.0,2.0774748,0.0,0.0,0.0,0.0,0.0,0.0,1.7215766,0.0,0.0,1.9753915,0.0,0.0,0.0,2.526199,5.137617,0.0,2.039155,0.94332147,4.4726644,1.3545512,0.0,1.7714522,1.497073,0.0,1.2634835,2.823506,1.2264184,0.0,0.0,0.0,1.652875,0.0,3.303647,5.7485843,1.1450939,0.0,0.0
nisoldipine,0.40875104,3.0217505,2.573824,3.4352283,0.0,3.6172175,2.046392,1.3506746,3.607719,1.9028683,0.0,1.9035231,2.5219958,3.5902047,0.0,0.0,4.331675,4.507658,3.7451177,1.9182856,0.0,0.95332265,0.0,3.2904718,0.313718,0.0,2.046132,0.0,0.0,0.0,0.0,0.0,0.0,1.6392947,0.0,0.0,1.8810129,0.0,0.0,0.0,2.56408,5.0788074,0.0,2.0519102,1.1707487,4.3352294,1.5076759,0.0,1.6785932,1.3248736,0.0,1.534762,2.6579301,1.4481126,0.0,0.0,0.0,1.6015863,0.0,3.2640548,5.6386704,1.1804008,0.0,0.0
famotidine,0.31032705,2.938916,2.8289778,3.163322,0.0,3.0540295,2.116956,1.1702082,3.6939318,1.6891094,0.0,1.1029266,2.3408408,3.4818387,0.0,0.0,3.6316528,4.274358,3.639976,1.5856905,0.0,0.66087574,0.0,3.101806,0.08849579,0.0,1.4947486,0.0,0.0,0.0,0.0,0.0,0.0,1.5097189,0.0,0.0,1.6697587,0.0,0.0,0.0,2.3306367,4.5007157,0.0,2.129743,0.8907987,3.5666194,1.3536346,0.0,1.6915112,1.588806,0.0,1.6980175,2.2384415,1.571369,0.0,0.0,0.0,1.396288,0.0,2.7262363,5.083284,1.3334452,0.0,0.0
alfentanil,0.26689225,2.9258215,2.2314792,3.3782418,0.0,3.606863,1.885218,1.1783972,3.4402623,2.021099,0.0,2.2181308,2.4507418,3.4995494,0.0,0.0,4.4659266,4.377791,3.541628,1.8994107,0.0,1.2140383,0.0,3.2595603,0.43282822,0.0,2.2534816,0.0,0.0,0.0,0.0,0.0,0.0,1.5937954,0.0,0.0,1.854125,0.0,0.0,0.0,2.6017458,5.1337657,0.0,1.9271542,1.4081612,4.4832697,1.6294907,0.0,1.5469213,1.0350871,0.0,1.5584649,2.6489174,1.477231,0.0,0.0,0.0,1.6164562,0.0,3.3819134,5.658871,1.0779034,0.0,0.0
bepridil,1.151864,2.919456,2.9132886,3.4015503,0.0,4.1684165,2.0428157,2.217357,3.4168277,1.4522415,0.0,1.8867426,2.5547857,3.6034307,0.0,0.0,4.433159,4.612836,4.0508523,2.387069,0.0,0.35294858,0.0,3.0983012,0.27616584,0.0,1.9673071,0.0,0.0,0.0,0.0,0.0,0.0,1.7909752,0.0,0.0,2.0427613,0.0,0.0,0.0,2.3691998,4.9751472,0.0,1.9985166,0.59989613,4.4152236,1.1351867,0.0,1.8933346,1.7280078,0.0,0.8358552,2.904618,0.9294653,0.0,0.0,0.0,1.662704,0.0,3.2342916,5.6415315,1.0919578,0.0,0.0
albendazole,1.813513,2.8337345,4.3066053,2.8969717,0.0,3.7037454,2.355687,2.9170969,3.8427446,0.4948942,0.0,0.0,2.3031218,3.805397,0.0,0.0,3.2040374,4.592117,4.5324016,2.23136,0.0,0.0,0.0,2.6214027,0.0,0.31279868,0.62695855,0.0,0.0,0.0,0.0,0.0,0.0,1.8716261,0.0,0.0,1.8386993,0.0,0.0,0.0,1.8273302,3.7552888,0.0,2.3472362,0.0,2.922832,0.45003855,0.0,2.409621,2.9961543,0.0,0.57446045,2.37392,0.88977444,0.0,0.0,0.0,1.3465489,0.0,2.090457,4.6936593,1.5119361,0.0,0.0
mefloquine,0.8883386,2.9962828,2.8064384,3.472699,0.0,4.030036,2.061857,1.9285553,3.5196385,1.6476557,0.0,1.9556448,2.5840702,3.6322105,0.0,0.0,4.468648,4.634147,3.9843125,2.2555034,0.0,0.58425575,0.0,3.2104654,0.29041892,0.0,2.0466557,0.0,0.0,0.0,0.0,0.0,0.0,1.7560207,0.0,0.0,2.0137153,0.0,0.0,0.0,2.4777868,5.100739,0.0,2.0321598,0.8134326,4.473763,1.2730979,0.0,1.8274249,1.5926344,0.0,1.0979999,2.870964,1.1088818,0.0,0.0,0.0,1.6656315,0.0,3.2960453,5.7358437,1.1274397,0.0,0.0
astemizole,0.038356476,2.713353,1.7244606,3.1647785,0.0,3.4376514,1.6264148,0.88166606,3.1244068,2.102082,0.0,2.5569127,2.2585146,3.2937217,0.0,0.0,4.5129876,4.025323,3.1643012,1.8106608,0.0,1.5141076,0.0,3.1048267,0.55803585,0.0,2.4374428,0.0,0.0,0.0,0.0,0.0,0.0,1.481479,0.0,0.0,1.7284751,0.0,0.0,0.0,2.5792112,5.0114927,0.0,1.7232581,1.6723742,4.5150366,1.7499721,0.0,1.3390969,0.6016002,0.0,1.5478204,2.5314353,1.5022713,0.0,0.0,0.0,1.584346,0.0,3.412903,5.514116,0.942139,0.0,0.0
terfenadine,0.0,2.664193,1.5906228,3.0814407,0.0,3.3031604,1.574228,0.7179356,3.065964,2.136492,0.0,2.596957,2.1886425,3.2435255,0.0,0.0,4.484022,3.8969295,3.0377178,1.7294492,0.0,1.6174263,0.0,3.0690994,0.57415634,0.0,2.4488661,0.0,0.0,0.0,0.0,0.0,0.0,1.4317992,0.0,0.0,1.6583928,0.0,0.0,0.0,2.5784235,4.9402127,0.0,1.6908277,1.769464,4.46174,1.8068871,0.0,1.2771006,0.46356678,0.0,1.6090827,2.449251,1.5693269,0.0,0.0,0.0,1.5609844,0.0,3.387822,5.443428,0.936563,0.0,0.0
fluvoxamine,1.4943538,3.0203402,3.6848235,3.3303049,0.0,4.088399,2.302072,2.6063051,3.7706196,1.0765028,0.0,1.0202533,2.5562782,3.8201475,0.0,0.0,4.007769,4.796685,4.4358225,2.372051,0.0,0.0,0.0,3.0296888,0.00938516,0.0,1.3869436,0.0,0.0,0.0,0.0,0.0,0.0,1.8892152,0.0,0.0,2.0310495,0.0,0.0,0.0,2.2230463,4.6107955,0.0,2.2572486,0.021866262,3.8675902,0.86796856,0.0,2.1941721,2.3940382,0.0,0.7821571,2.764529,0.95161164,0.0,0.0,0.0,1.589528,0.0,2.8243923,5.4223876,1.3364259,0.0,0.0
arachidonic acid,1.7397112,2.9312403,3.841784,3.2093863,0.0,4.1489897,2.2815003,2.8722367,3.6968849,0.8458966,0.0,0.84108526,2.4932914,3.7952228,0.0,0.0,3.8806531,4.7412467,4.5018954,2.467076,0.0,0.0,0.0,2.8786519,0.0,0.0,1.2306849,0.0,0.0,0.0,0.0,0.0,0.0,1.9196565,0.0,0.0,2.025786,0.0,0.0,0.0,2.0829048,4.4011097,0.0,2.2373734,0.0,3.695572,0.6993144,0.0,2.2702098,2.576538,0.0,0.5520651,2.7345698,0.8073137,0.0,0.0,0.0,1.5491416,0.0,2.678458,5.2545285,1.3292114,0.0,0.0
pravastatin,0.0,2.8690016,2.03024,3.2662382,0.0,3.3028252,1.8188478,0.8091881,3.42102,2.137476,0.0,2.1566389,2.3465862,3.4223042,0.0,0.0,4.3191385,4.2094364,3.3228848,1.6761233,0.0,1.4305692,0.0,3.242083,0.45377442,0.0,2.2248945,0.0,0.0,0.0,0.0,0.0,0.0,1.4953326,0.0,0.0,1.7395927,0.0,0.0,0.0,2.6038604,5.0152407,0.0,1.8984886,1.622482,4.3135924,1.7646129,0.0,1.4306494,0.8406614,0.0,1.7938112,2.450754,1.674013,0.0,0.0,0.0,1.5502367,0.0,3.3098204,5.498558,1.08823,0.0,0.0
paclitaxel,0.0,1.0068911,0.0,0.826645,1.0916405,0.55541104,0.3747595,0.0,1.6014631,1.8520745,0.0,2.0239918,0.56113166,1.8645777,0.0,0.0,2.4141273,1.2337588,0.5799185,0.10043445,0.0,2.1776114,0.0,1.4856194,0.6635809,0.0,1.6781437,0.0,0.0,0.0,0.5069388,0.0,0.7613061,0.2610544,0.0,0.0,0.3158761,0.0,0.0,0.0,1.4824429,2.4437163,0.0,0.62465423,2.1882625,2.244073,2.1370287,0.0,0.25611177,0.0,0.0,2.4224594,0.6060082,2.4041586,0.0,0.0,0.0,0.7241249,0.0,2.0143707,2.7058043,0.68138164,0.0,0.0
ramipril,0.21095371,2.9249022,2.2125676,3.3635318,0.0,3.5449452,1.8851063,1.1082647,3.4531448,2.0433195,0.0,2.1872606,2.4368708,3.49395,0.0,0.0,4.431609,4.3568563,3.5116284,1.8527389,0.0,1.2480719,0.0,3.2645082,0.43023196,0.0,2.2372665,0.0,0.0,0.0,0.0,0.0,0.0,1.5770521,0.0,0.0,1.8334509,0.0,0.0,0.0,2.6047413,5.113017,0.0,1.9327571,1.44351,4.443444,1.654824,0.0,1.5317407,1.01177,0.0,1.6131005,2.609851,1.5218962,0.0,0.0,0.0,1.6037068,0.0,3.3641322,5.6314616,1.0889554,0.0,0.0
clarithromycin,0.0,1.3796086,0.018719343,1.2725857,0.84409827,0.97100043,0.61450464,0.0,1.9335678,2.0417404,0.0,2.2670162,0.8540607,2.165601,0.0,0.0,2.9213064,1.7017058,0.9495347,0.33377188,0.0,2.3203375,0.0,1.8903109,0.68883014,0.0,1.9139955,0.0,0.0,0.0,0.17021453,0.0,0.4411621,0.46880433,0.0,0.0,0.52612525,0.0,0.0,0.0,1.8065145,3.0160825,0.0,0.88333035,2.3256786,2.7547934,2.226148,0.0,0.3828695,0.0,0.0,2.4480293,0.9093452,2.4251087,0.0,0.0,0.0,0.89918286,0.0,2.3408947,3.3361533,0.7806107,0.0,0.0
doxazosin,0.0,2.7775788,1.7511003,3.1555119,0.0,3.1866114,1.6956099,0.589651,3.2857306,2.2139316,0.0,2.3553731,2.2528176,3.3351057,0.0,0.0,4.366531,4.02431,3.1112304,1.5989257,0.0,1.6367875,0.0,3.1811814,0.5213972,0.0,2.338481,0.0,0.0,0.0,0.0,0.0,0.0,1.435698,0.0,0.0,1.6595601,0.0,0.0,0.0,2.6212444,4.971367,0.0,1.8095841,1.8079847,4.3401246,1.8630596,0.0,1.3207961,0.5843243,0.0,1.8385909,2.3841858,1.7429413,0.0,0.0,0.0,1.5450652,0.0,3.339232,5.4557295,1.0349394,0.0,0.0
etodolac,1.7226728,2.9411798,4.0857635,3.1148517,0.0,3.9250581,2.3540406,2.8439932,3.8435,0.7296094,0.0,0.41618428,2.4344654,3.837886,0.0,0.0,3.581132,4.7197113,4.5513544,2.3322642,0.0,0.0,0.0,2.8148723,0.0,0.09642449,0.9497754,0.0,0.0,0.0,0.0,0.0,0.0,1.9088702,0.0,0.0,1.9466759,0.0,0.0,0.0,2.0078278,4.165324,0.0,2.3286712,0.0,3.3469226,0.61343306,0.0,2.3393786,2.7826412,0.0,0.65134233,2.5670807,0.9055555,0.0,0.0,0.0,1.4644979,0.0,2.4266229,5.0601654,1.4412575,0.0,0.0
