Item,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63
clobazam,1.7613431,2.9321527,3.9085324,3.1890624,0.0,4.1212916,2.2982428,2.8957753,3.7260737,0.8068125,0.0,0.7480592,2.4823477,3.8084383,0.0,0.0,3.822648,4.7421794,4.526734,2.455778,0.0,0.0,0.0,2.8609712,0.0,0.0,1.1671628,0.0,0.0,0.0,0.0,0.0,0.0,1.9245389,0.0,0.0,2.014774,0.0,0.0,0.0,2.0621073,4.3480806,0.0,2.2575698,0.0,3.623531,0.66977215,0.0,2.2933517,2.6359203,0.0,0.552265,2.7064605,0.81453764,0.0,0.0,0.0,1.5331899,0.0,2.6248965,5.2149024,1.3525001,0.0,0.0
vinorelbine,0.0,1.291259,0.0,1.1864574,0.8942474,0.9247886,0.54823333,0.0,1.837201,1.9898833,0.0,2.2693627,0.7910211,2.109471,0.0,0.0,2.8694525,1.5952739,0.8814574,0.3343385,0.0,2.291774,0.0,1.8001968,0.7032003,0.0,1.8928021,0.0,0.0,0.0,0.19441631,0.0,0.5089043,0.43406162,0.0,0.0,0.49999544,0.0,0.0,0.0,1.7380781,2.9090338,0.0,0.81824946,2.2870038,2.684292,2.200742,0.0,0.3572392,0.0,0.0,2.3929515,0.8632753,2.3853931,0.0,0.0,0.0,0.8728129,0.0,2.2902606,3.2312944,0.7479701,0.0,0.0
carvedilol,0.41721436,2.961778,2.3837056,3.4260542,0.0,3.7243524,1.9416229,1.365813,3.4747968,1.9413584,0.0,2.169954,2.5018487,3.5419688,0.0,0.0,4.4853005,4.462913,3.6668003,1.9913279,0.0,1.064394,0.0,3.263092,0.39780414,0.0,2.2132292,0.0,0.0,0.0,0.0,0.0,0.0,1.6398462,0.0,0.0,1.9016622,0.0,0.0,0.0,2.584288,5.155854,0.0,1.9601712,1.2640355,4.5075045,1.5422771,0.0,1.6192769,1.1759717,0.0,1.4530644,2.7244372,1.387292,0.0,0.0,0.0,1.6347013,0.0,3.3757784,5.703364,1.0931406,0.0,0.0
benazepril,0.13378713,2.8917518,2.102638,3.3297484,0.0,3.4925747,1.8361562,1.0106896,3.4102902,2.0862083,0.0,2.245355,2.401896,3.4592485,0.0,0.0,4.434989,4.29693,3.4295497,1.8128577,0.0,1.3389674,0.0,3.251028,0.45974323,0.0,2.2773752,0.0,0.0,0.0,0.0,0.0,0.0,1.5507983,0.0,0.0,1.8079916,0.0,0.0,0.0,2.6112914,5.101796,0.0,1.8985716,1.5287122,4.445875,1.7021058,0.0,1.4836566,0.9163701,0.0,1.6532621,2.5741389,1.5583751,0.0,0.0,0.0,1.5953189,0.0,3.3760805,5.606737,1.0668085,0.0,0.0
leflunomide,1.883391,2.8355625,4.2699986,2.935515,0.0,3.8289208,2.3415656,3.0038033,3.7988746,0.49607354,0.0,0.10689924,2.3326569,3.8048518,0.0,0.0,3.3223886,4.6208797,4.561917,2.317129,0.0,0.0,0.0,2.6335454,0.0,0.2811939,0.70809233,0.0,0.0,0.0,0.0,0.0,0.0,1.9034551,0.0,0.0,1.8808895,0.0,0.0,0.0,1.8387403,3.8466208,0.0,2.3276303,0.0,3.041549,0.45359814,0.0,2.4128852,2.9726276,0.0,0.49789387,2.45036,0.8338655,0.0,0.0,0.0,1.3795596,0.0,2.1763463,4.781955,1.4724207,0.0,0.0
lamotrigine,1.6297185,2.8085773,4.304806,2.8044183,0.0,3.4138815,2.3552058,2.68624,3.8911405,0.51428175,0.0,0.0,2.2252018,3.7638884,0.0,0.0,2.957624,4.486884,4.417324,2.032282,0.0,0.0,0.0,2.5828578,0.0,0.34960714,0.48374334,0.0,0.0,0.0,0.0,0.0,0.0,1.7891515,0.0,0.0,1.7361133,0.0,0.0,0.0,1.799697,3.568079,0.0,2.3589172,0.0,2.6800804,0.45841363,0.0,2.3643434,2.9843419,0.0,0.7453287,2.200906,1.0076157,0.0,0.0,0.0,1.2704986,0.0,1.9207602,4.4964805,1.5682544,0.0,0.0
nefazodone,0.0,2.6875165,1.6120467,3.0994608,0.0,3.2883332,1.5957993,0.6905987,3.1068513,2.1583245,0.0,2.5702586,2.2025428,3.2652912,0.0,0.0,4.4788537,3.922612,3.0512638,1.7098358,0.0,1.6323816,0.0,3.0954714,0.5685792,0.0,2.4413638,0.0,0.0,0.0,0.0,0.0,0.0,1.4338127,0.0,0.0,1.6607227,0.0,0.0,0.0,2.5947297,4.9575686,0.0,1.7138093,1.7868099,4.4556694,1.8255115,0.0,1.2840732,0.47487742,0.0,1.6532383,2.4429054,1.6046774,0.0,0.0,0.0,1.5630183,0.0,3.3906088,5.4602737,0.9545767,0.0,0.0
trandolapril,0.07669903,2.8663626,2.0219095,3.3031619,0.0,3.4518766,1.7995578,0.93813974,3.378198,2.1167347,0.0,2.2857385,2.3750143,3.4327354,0.0,0.0,4.4348717,4.2510333,3.3682191,1.7825,0.0,1.4048728,0.0,3.239493,0.48096612,0.0,2.3049412,0.0,0.0,0.0,0.0,0.0,0.0,1.5308694,0.0,0.0,1.7883049,0.0,0.0,0.0,2.6147947,5.0907516,0.0,1.8729662,1.5903853,4.4444957,1.7361233,0.0,1.4480625,0.8466589,0.0,1.6829635,2.5460582,1.5855292,0.0,0.0,0.0,1.5880226,0.0,3.3826096,5.58566,1.0506161,0.0,0.0
clopidogrel,1.6173097,2.9475503,3.6000626,3.2991204,0.0,4.2195954,2.2322695,2.7395968,3.6243699,1.0191324,0.0,1.1694881,2.5384436,3.7615385,0.0,0.0,4.0905128,4.7496986,4.41114,2.4818327,0.0,0.0,0.0,2.967039,0.06016634,0.0,1.4626409,0.0,0.0,0.0,0.0,0.0,0.0,1.8992435,0.0,0.0,2.0592084,0.0,0.0,0.0,2.1798117,4.610321,0.0,2.1796396,0.0,3.9567518,0.82933164,0.0,2.1818407,2.3505173,0.0,0.60476583,2.8257377,0.8208442,0.0,0.0,0.0,1.6056561,0.0,2.877498,5.4149437,1.2586827,0.0,0.0
gemcitabine,1.4052026,2.8684127,4.129986,2.8785236,0.0,3.3046236,2.3465114,2.4313765,3.9295187,0.69080615,0.0,0.0,2.2483017,3.7333934,0.0,0.0,3.0099761,4.4723535,4.3344836,1.9240533,0.0,0.0,0.0,2.670481,0.0,0.2202941,0.5858371,0.0,0.0,0.0,0.0,0.0,0.0,1.7639716,0.0,0.0,1.7158931,0.0,0.0,0.0,1.889053,3.7293181,0.0,2.3579144,0.0,2.7536612,0.5838988,0.0,2.2685015,2.8169215,0.0,0.962678,2.1737416,1.1423308,0.0,0.0,0.0,1.2793009,0.0,2.0109098,4.6154146,1.5515043,0.0,0.0
troglitazone,0.024328131,2.8219311,1.9007579,3.2632465,0.0,3.433732,1.7376406,0.87482,3.3092446,2.143595,0.0,2.3855872,2.3409283,3.3898864,0.0,0.0,4.4644628,4.1834674,3.284219,1.7677966,0.0,1.4835941,0.0,3.2073197,0.51681745,0.0,2.3653467,0.0,0.0,0.0,0.0,0.0,0.0,1.5122466,0.0,0.0,1.7672943,0.0,0.0,0.0,2.616813,5.0826073,0.0,1.8234855,1.6585534,4.4731026,1.766506,0.0,1.4024127,0.74828357,0.0,1.6782842,2.5345452,1.59225,0.0,0.0,0.0,1.5895572,0.0,3.403479,5.573409,1.0141399,0.0,0.0
pioglitazone,1.0090585,3.061692,3.1265292,3.4717345,0.0,3.9967055,2.1880717,2.0672305,3.6888227,1.5206238,0.0,1.6060609,2.603654,3.733942,0.0,0.0,4.309797,4.735884,4.1498866,2.237125,0.0,0.3519221,0.0,3.2143633,0.17929436,0.0,1.8192856,0.0,0.0,0.0,0.0,0.0,0.0,1.7958449,0.0,0.0,2.0157354,0.0,0.0,0.0,2.4401624,4.985043,0.0,2.153626,0.6004478,4.273064,1.1854038,0.0,1.950594,1.859806,0.0,1.1057037,2.824995,1.1347653,0.0,0.0,0.0,1.6475123,0.0,3.1486185,5.676907,1.2361683,0.0,0.0
zafirlukast,0.0,2.2365274,0.66974723,2.3413992,0.0,2.0792923,1.1669705,0.0,2.6689427,2.337406,0.0,2.587873,1.6022522,2.8129842,0.0,0.0,3.9564233,2.86529,2.0274324,0.9790166,0.0,2.3127632,0.0,2.714489,0.6502038,0.0,2.326145,0.0,0.0,0.0,0.0,0.0,0.0,0.99535936,0.0,0.0,1.0754677,0.0,0.0,0.0,2.461178,4.194699,0.0,1.4550176,2.4070432,3.7489948,2.1903043,0.0,0.79775995,0.0,0.0,2.2043335,1.6626678,2.1797156,0.0,0.0,0.0,1.2778614,0.0,2.9831626,4.670431,0.942253,0.0,0.0
mycophenolate mofetil,0.0561234,2.8540723,1.9853929,3.2919033,0.0,3.4396436,1.7818367,0.9118192,3.361038,2.1284857,0.0,2.3086452,2.363598,3.4204931,0.0,0.0,4.4386625,4.231238,3.3422608,1.7735274,0.0,1.432209,0.0,3.233032,0.49143675,0.0,2.3199196,0.0,0.0,0.0,0.0,0.0,0.0,1.5232569,0.0,0.0,1.7812543,0.0,0.0,0.0,2.6158936,5.087548,0.0,1.8598413,1.6154956,4.4482675,1.7492135,0.0,1.4327736,0.81606406,0.0,1.6904663,2.5371041,1.5930804,0.0,0.0,0.0,1.5859103,0.0,3.3875873,5.578445,1.0414493,0.0,0.0
fluvastatin,0.33175468,2.9454205,2.3056145,3.4015887,0.0,3.655825,1.9149038,1.2596884,3.4620085,1.986418,0.0,2.188917,2.4752655,3.5215535,0.0,0.0,4.4712954,4.4191365,3.60062,1.9373544,0.0,1.1459634,0.0,3.264453,0.41481367,0.0,2.2312858,0.0,0.0,0.0,0.0,0.0,0.0,1.614515,0.0,0.0,1.8750418,0.0,0.0,0.0,2.5951123,5.1437345,0.0,1.9460742,1.3432488,4.4902797,1.5913461,0.0,1.5811329,1.1019298,0.0,1.5167801,2.680925,1.4411274,0.0,0.0,0.0,1.6241997,0.0,3.3773246,5.679098,1.0882891,0.0,0.0
meloxicam,0.8358836,3.0844955,3.1291714,3.444464,0.0,3.7794025,2.2127194,1.8590574,3.770826,1.5788164,0.0,1.4515253,2.5737145,3.7260725,0.0,0.0,4.1615276,4.6920323,4.086113,2.0767052,0.0,0.41429612,0.0,3.2285025,0.13375361,0.0,1.7283171,0.0,0.0,0.0,0.0,0.0,0.0,1.7470318,0.0,0.0,1.9461795,0.0,0.0,0.0,2.4487553,4.912349,0.0,2.190716,0.65338314,4.1202545,1.2277282,0.0,1.9162375,1.8445779,0.0,1.2951832,2.7061136,1.2707149,0.0,0.0,0.0,1.600875,0.0,3.0516841,5.59289,1.2929015,0.0,0.0
docetaxel,0.0,1.1380506,0.0,0.97928244,1.0126381,0.6867911,0.46255475,0.0,1.7256747,1.9258807,0.0,2.0987425,0.6633055,1.9703699,0.0,0.0,2.5788653,1.3980823,0.7029661,0.16603597,0.0,2.233256,0.0,1.6291004,0.6686247,0.0,1.7556963,0.0,0.0,0.0,0.40756577,0.0,0.6544582,0.32926074,0.0,0.0,0.38347128,0.0,0.0,0.0,1.5970542,2.6424341,0.0,0.716199,2.2448099,2.415592,2.176842,0.0,0.2991526,0.0,0.0,2.4516482,0.7061772,2.427888,0.0,0.0,0.0,0.78416234,0.0,2.1278353,2.9207017,0.72049576,0.0,0.0
olanzapine,1.7029338,2.932027,3.728899,3.2481425,0.0,4.1992087,2.2538059,2.8332264,3.6502159,0.91540986,0.0,1.0034286,2.5132155,3.7760284,0.0,0.0,3.9856086,4.7433844,4.4629226,2.4887068,0.0,0.0,0.0,2.9130177,0.012980118,0.0,1.3423222,0.0,0.0,0.0,0.0,0.0,0.0,1.9134912,0.0,0.0,2.0454412,0.0,0.0,0.0,2.1220963,4.496063,0.0,2.2048714,0.0,3.8241787,0.75187445,0.0,2.231746,2.4742045,0.0,0.5535027,2.7845988,0.7971368,0.0,0.0,0.0,1.5775023,0.0,2.774758,5.328044,1.2897638,0.0,0.0
candesartan,0.0,2.813338,1.8503059,3.2024543,0.0,3.2349079,1.7378823,0.6646393,3.3423188,2.1956713,0.0,2.2825458,2.2943654,3.3661606,0.0,0.0,4.346623,4.1040874,3.1863182,1.6202977,0.0,1.5707529,0.0,3.20534,0.50151646,0.0,2.3031282,0.0,0.0,0.0,0.0,0.0,0.0,1.4604101,0.0,0.0,1.6943382,0.0,0.0,0.0,2.6163101,4.997308,0.0,1.8390558,1.7482355,4.3324976,1.8296299,0.0,1.3598144,0.68500304,0.0,1.8316327,2.4120371,1.7244731,0.0,0.0,0.0,1.5489788,0.0,3.331196,5.475757,1.0498118,0.0,0.0
telmisartan,0.0,2.5126753,1.1765391,2.7954843,0.0,2.7869415,1.416872,0.112818405,2.9214838,2.26774,0.0,2.6376495,1.953472,3.0858002,0.0,0.0,4.319534,3.4717557,2.6148295,1.4062884,0.0,1.9672203,0.0,2.9558048,0.61277366,0.0,2.4365394,0.0,0.0,0.0,0.0,0.0,0.0,1.2560259,0.0,0.0,1.4109266,0.0,0.0,0.0,2.5721395,4.6708174,0.0,1.6060634,2.1019852,4.20643,2.0098534,0.0,1.0740191,0.032325886,0.0,1.8877767,2.1253304,1.8551742,0.0,0.0,0.0,1.4602596,0.0,3.261087,5.1690598,0.94353807,0.0,0.0
bosentan,0.0,2.331865,0.8039424,2.4438245,0.0,2.1419399,1.2540506,0.0,2.7901783,2.3667827,0.0,2.5068326,1.6828691,2.889146,0.0,0.0,3.9788857,2.9999206,2.1505003,0.9937411,0.0,2.272472,0.0,2.7937512,0.61986834,0.0,2.3056698,0.0,0.0,0.0,0.0,0.0,0.0,1.0432749,0.0,0.0,1.1230747,0.0,0.0,0.0,2.5034287,4.279589,0.0,1.5213606,2.3914704,3.7726188,2.1864746,0.0,0.85795045,0.0,0.0,2.2300313,1.7072065,2.1887028,0.0,0.0,0.0,1.3031191,0.0,3.0125957,4.7525463,0.9723838,0.0,0.0
cerivastatin,0.0,2.7508972,1.6877915,3.1307757,0.0,3.1893275,1.6630179,0.57719004,3.2352703,2.2147481,0.0,2.4271278,2.230191,3.314568,0.0,0.0,4.4010253,3.9791954,3.0738673,1.6118109,0.0,1.6657784,0.0,3.160643,0.5386104,0.0,2.3747144,0.0,0.0,0.0,0.0,0.0,0.0,1.427057,0.0,0.0,1.6479264,0.0,0.0,0.0,2.6224833,4.965603,0.0,1.7830219,1.8315203,4.370124,1.8728738,0.0,1.3000348,0.52394354,0.0,1.811195,2.3867412,1.7283233,0.0,0.0,0.0,1.5490445,0.0,3.3564615,5.456167,1.0160178,0.0,0.0
rosiglitazone,0.9762798,3.0653722,3.1083887,3.4738684,0.0,3.9735076,2.186286,2.029643,3.6943946,1.5411314,0.0,1.6117553,2.602433,3.7309556,0.0,0.0,4.3066373,4.72996,4.13481,2.2179847,0.0,0.37869033,0.0,3.221757,0.18080182,0.0,1.8256967,0.0,0.0,0.0,0.0,0.0,0.0,1.7886351,0.0,0.0,2.008719,0.0,0.0,0.0,2.4485497,4.9912205,0.0,2.1536849,0.6247645,4.2726765,1.1997654,0.0,1.9393749,1.8406061,0.0,1.1347194,2.816051,1.1541104,0.0,0.0,0.0,1.6449248,0.0,3.150489,5.6782403,1.238232,0.0,0.0
fexofenadine,0.0,2.5725293,1.291007,2.87957,0.0,2.884064,1.4767193,0.21538211,2.9984908,2.2636862,0.0,2.5999434,2.0213382,3.144653,0.0,0.0,4.3505177,3.5944734,2.7223146,1.4549166,0.0,1.9074581,0.0,3.011513,0.59775203,0.0,2.4317076,0.0,0.0,0.0,0.0,0.0,0.0,1.2967758,0.0,0.0,1.4678091,0.0,0.0,0.0,2.5923166,4.750629,0.0,1.6509205,2.048795,4.257628,1.9863974,0.0,1.1260285,0.13873267,0.0,1.8751655,2.1905448,1.8307215,0.0,0.0,0.0,1.4856896,0.0,3.293298,5.249448,0.962183,0.0,0.0
montelukast,0.0,2.188687,0.6215684,2.3054578,0.0,2.1217818,1.1241894,0.0,2.5842235,2.292613,0.0,2.6513176,1.5795443,2.7806396,0.0,0.0,3.990716,2.8098457,2.0119016,1.0422443,0.0,2.2784302,0.0,2.658643,0.66919225,0.0,2.3463953,0.0,0.0,0.0,0.0,0.0,0.0,0.99647653,0.0,0.0,1.0881875,0.0,0.0,0.0,2.4205687,4.164476,0.0,1.4054755,2.366838,3.7689173,2.1513758,0.0,0.7909772,0.0,0.0,2.1049678,1.6754646,2.09725,0.0,0.0,0.0,1.2815973,0.0,2.9817057,4.647128,0.90471333,0.0,0.0
alitretinoin,1.7812473,2.9208918,3.9018762,3.1813881,0.0,4.136902,2.2891061,2.9170034,3.7064476,0.79419243,0.0,0.76060265,2.4781058,3.8002284,0.0,0.0,3.8279862,4.734158,4.5244884,2.470219,0.0,0.0,0.0,2.8489735,0.0,0.0,1.171592,0.0,0.0,0.0,0.0,0.0,0.0,1.9259716,0.0,0.0,2.0173848,0.0,0.0,0.0,2.0528388,4.3417573,0.0,2.2475703,0.0,3.628446,0.6609724,0.0,2.2933319,2.6350608,0.0,0.5261334,2.7120035,0.7958852,0.0,0.0,0.0,1.5335829,0.0,2.6264524,5.208506,1.343183,0.0,0.0
rofecoxib,1.5090506,3.0206492,3.7413406,3.3113484,0.0,4.0584846,2.3169348,2.6215801,3.7959282,1.0433545,0.0,0.93565345,2.545939,3.8294013,0.0,0.0,3.952235,4.7951946,4.4540544,2.3575163,0.0,0.0,0.0,3.0140991,0.0,0.0,1.3293406,0.0,0.0,0.0,0.0,0.0,0.0,1.8913218,0.0,0.0,2.0196161,0.0,0.0,0.0,2.2044291,4.5618334,0.0,2.2746983,0.0,3.8007011,0.8425144,0.0,2.212443,2.444417,0.0,0.7852747,2.73743,0.9590051,0.0,0.0,0.0,1.5747685,0.0,2.775009,5.3841963,1.357166,0.0,0.0
desloratadine,1.7456349,2.9058075,3.7299273,3.2223258,0.0,4.2152033,2.2373664,2.8774884,3.61504,0.8779859,0.0,0.9990551,2.4978092,3.758275,0.0,0.0,3.9730568,4.7207665,4.4591646,2.510019,0.0,0.0,0.0,2.8800855,0.014304546,0.0,1.3303663,0.0,0.0,0.0,0.0,0.0,0.0,1.9149046,0.0,0.0,2.0441306,0.0,0.0,0.0,2.0947685,4.461195,0.0,2.1879272,0.0,3.8069117,0.72498196,0.0,2.2351205,2.4862316,0.0,0.5016517,2.782919,0.76166844,0.0,0.0,0.0,1.571189,0.0,2.7580543,5.2959304,1.2764603,0.0,0.0
gefitinib,0.04758749,2.7927935,1.854112,3.2439587,0.0,3.461889,1.7053374,0.9015863,3.2525356,2.1277032,0.0,2.4528663,2.3242378,3.3664289,0.0,0.0,4.497527,4.1493,3.2616584,1.799059,0.0,1.485173,0.0,3.1796947,0.53194416,0.0,2.3977225,0.0,0.0,0.0,0.0,0.0,0.0,1.5105042,0.0,0.0,1.7659711,0.0,0.0,0.0,2.6083117,5.0768123,0.0,1.792718,1.6547521,4.507271,1.756104,0.0,1.3892517,0.7116391,0.0,1.6227096,2.550992,1.5512531,0.0,0.0,0.0,1.5947747,0.0,3.4185529,5.5728426,0.98861533,0.0,0.0
sorafenib,0.0,2.731669,1.6464304,3.1114795,0.0,3.1844523,1.6410899,0.5652143,3.2020211,2.2143083,0.0,2.4671173,2.2130525,3.2986739,0.0,0.0,4.4162536,3.9462016,3.0465477,1.6159477,0.0,1.6837549,0.0,3.1450024,0.5486928,0.0,2.3937633,0.0,0.0,0.0,0.0,0.0,0.0,1.4196886,0.0,0.0,1.6377943,0.0,0.0,0.0,2.620829,4.9556746,0.0,1.7653018,1.8461033,4.381869,1.8784559,0.0,1.2853546,0.48524404,0.0,1.795688,2.3835483,1.7206435,0.0,0.0,0.0,1.5490469,0.0,3.3627157,5.4496646,1.0040768,0.0,0.0
sunitinib,0.4912268,2.9931645,2.4982817,3.4537284,0.0,3.7651575,1.991019,1.4573404,3.5203946,1.8952353,0.0,2.0948822,2.532664,3.5750859,0.0,0.0,4.4680467,4.5164742,3.7474086,2.0250275,0.0,0.9683888,0.0,3.2719789,0.36402175,0.0,2.1622329,0.0,0.0,0.0,0.0,0.0,0.0,1.6642989,0.0,0.0,1.9226701,0.0,0.0,0.0,2.5733922,5.154952,0.0,1.9959266,1.1745858,4.4890866,1.4931234,0.0,1.6686393,1.2765495,0.0,1.4164735,2.7509375,1.3549162,0.0,0.0,0.0,1.6386623,0.0,3.353278,5.7172747,1.1183518,0.0,0.0
celecoxib,0.6641715,3.0428193,2.7460883,3.4861488,0.0,3.8460362,2.0805595,1.6705593,3.6065042,1.7739723,0.0,1.9111075,2.5778074,3.6411173,0.0,0.0,4.4070635,4.6144724,3.911533,2.1028392,0.0,0.7404541,0.0,3.2689512,0.28103396,0.0,2.0385587,0.0,0.0,0.0,0.0,0.0,0.0,1.7113018,0.0,0.0,1.960278,0.0,0.0,0.0,2.532497,5.1202154,0.0,2.0665426,0.95685166,4.420243,1.3721946,0.0,1.7746247,1.509667,0.0,1.3267846,2.786657,1.2765273,0.0,0.0,0.0,1.6419435,0.0,3.276666,5.7301354,1.1740586,0.0,0.0
sildenafil citrate,0.0,1.6271738,0.21265154,1.5318791,0.63312185,1.1542705,0.7953614,0.0,2.1678977,2.1327837,0.0,2.2483263,1.0377655,2.297177,0.0,0.0,3.0734527,2.0017784,1.1755034,0.39283556,0.0,2.336855,0.0,2.1256945,0.645473,0.0,1.9568607,0.0,0.0,0.0,0.015452243,0.0,0.19625878,0.58794886,0.0,0.0,0.62039596,0.0,0.0,0.0,1.9759606,3.2993817,0.0,1.0673364,2.3646898,2.945746,2.2257414,0.0,0.46322113,0.0,0.0,2.4862628,1.057931,2.437667,0.0,0.0,0.0,0.9657366,0.0,2.449447,3.6191401,0.84844685,0.0,0.0
rosuvastatin calcium,0.0,0.6771677,0.0,0.4077785,1.2080367,0.18832426,0.16950043,0.0,1.2821697,1.6063292,0.0,1.6790578,0.28992385,1.555905,0.0,0.0,1.839511,0.81218624,0.2692791,0.0,0.0,1.9220464,0.0,1.0997652,0.6118874,0.0,1.4114531,0.0,0.033126008,0.0,0.7899595,0.0,1.0131646,0.098209254,0.0,0.0,0.15543386,0.0,0.0,0.0,1.1644635,1.8727063,0.0,0.39020956,1.9475307,1.6881468,1.9266964,0.0,0.12937243,0.0,0.0,2.2768617,0.30556548,2.281632,0.0,0.0,0.0,0.53265786,0.0,1.6188608,2.0524275,0.59217304,0.0,0.0
valsartan,0.0,2.837637,1.923964,3.2456458,0.0,3.315125,1.7661595,0.7687201,3.3636684,2.167224,0.0,2.271323,2.326978,3.3951483,0.0,0.0,4.3746486,4.166832,3.2618551,1.6805348,0.0,1.5052025,0.0,3.2241175,0.49149966,0.0,2.2977726,0.0,0.0,0.0,0.0,0.0,0.0,1.4871428,0.0,0.0,1.7322974,0.0,0.0,0.0,2.6161227,5.034446,0.0,1.8565482,1.6873677,4.3707294,1.7953057,0.0,1.3951869,0.7530044,0.0,1.7823884,2.4601278,1.6745427,0.0,0.0,0.0,1.5616812,0.0,3.3494842,5.5162435,1.0535036,0.0,0.0
imatinib mesylate,0.0,2.1464245,0.57290554,2.2121346,0.080840014,1.892856,1.1094242,0.0,2.5994854,2.3184097,0.0,2.5403576,1.4986935,2.7243905,0.0,0.0,3.8085387,2.7144022,1.8593327,0.85781956,0.0,2.3555937,0.0,2.6424928,0.65923166,0.0,2.268828,0.0,0.0,0.0,0.0,0.0,0.0,0.92387056,0.0,0.0,0.9835226,0.0,0.0,0.0,2.398352,4.055364,0.0,1.4111964,2.4257395,3.6209543,2.2197826,0.0,0.72432655,0.0,0.0,2.2915194,1.5467101,2.2603545,0.0,0.0,0.0,1.2163672,0.0,2.8952513,4.5007386,0.9392978,0.0,0.0
sitagliptin phosphate,0.0,2.5178406,1.1577607,2.7139308,0.0,2.468669,1.4421892,0.0,3.0142257,2.342856,0.0,2.4041934,1.8961515,3.0642161,0.0,0.0,4.094661,3.379442,2.494588,1.1668009,0.0,2.0694363,0.0,2.9629202,0.5721168,0.0,2.2991812,0.0,0.0,0.0,0.0,0.0,0.0,1.1810662,0.0,0.0,1.3041754,0.0,0.0,0.0,2.5631745,4.530828,0.0,1.652555,2.2148654,3.947839,2.094727,0.0,1.0264299,0.0,0.0,2.1492374,1.9247248,2.0744593,0.0,0.0,0.0,1.3871778,0.0,3.1241503,5.003319,1.0152005,0.0,0.0
atorvastatin calcium,0.0,0.4960054,0.0,0.19370158,1.211869,0.042897787,0.051318523,0.0,1.0698414,1.422956,0.0,1.4849132,0.14425969,1.3666157,0.0,0.0,1.5306674,0.5775471,0.12553377,0.0,0.0,1.7239286,0.0,0.87228036,0.581406,0.0,1.2589791,0.0,0.069141194,0.0,0.8638303,0.0,1.105042,0.028098412,0.0,0.0,0.09233567,0.0,0.0,0.0,0.9742284,1.5432158,0.0,0.25695086,1.7514681,1.3805746,1.7416524,0.0,0.062342603,0.0,0.0,2.0848475,0.16243368,2.1188164,0.0,0.0,0.0,0.42510602,0.09681458,1.3776829,1.6825802,0.5252913,0.0,0.0
erlotinib hydrochloride,0.18951732,2.8664746,2.0616293,3.3300078,0.0,3.5714924,1.8001397,1.0788289,3.35111,2.0689316,0.0,2.3408625,2.4011748,3.4413066,0.0,0.0,4.4967694,4.290171,3.4267013,1.8733476,0.0,1.3325058,0.0,3.226889,0.4840364,0.0,2.3323298,0.0,0.0,0.0,0.0,0.0,0.0,1.5630442,0.0,0.0,1.827923,0.0,0.0,0.0,2.605792,5.1262,0.0,1.8613997,1.5154219,4.517489,1.6824067,0.0,1.4781674,0.8956562,0.0,1.572103,2.6215005,1.4942954,0.0,0.0,0.0,1.6117765,0.0,3.4130878,5.634326,1.0288689,0.0,0.0
quetiapine fumarate,0.0,0.9570089,0.0,0.7767699,1.1083056,0.5364427,0.3356891,0.0,1.5406642,1.8130708,0.0,2.0252142,0.5236519,1.8302412,0.0,0.0,2.386852,1.1737176,0.5456609,0.11073126,0.0,2.1521788,0.0,1.4330288,0.6721164,0.0,1.6669928,0.0,0.0,0.0,0.51178414,0.0,0.79614556,0.24637565,0.0,0.0,0.30668274,0.0,0.0,0.0,1.4410625,2.3813467,0.0,0.58824855,2.154392,2.2025113,2.1114628,0.0,0.24209295,0.0,0.0,2.3737917,0.5799732,2.3665204,0.0,0.0,0.0,0.7081965,0.0,1.980026,2.6461818,0.66124606,0.0,0.0
ezetimibe,0.46212488,2.9383106,2.3535023,3.4204588,0.0,3.7783515,1.9126941,1.4189459,3.4252737,1.9225923,0.0,2.23474,2.497516,3.5232542,0.0,0.0,4.5225453,4.4511695,3.6613138,2.0350745,0.0,1.0530545,0.0,3.2387857,0.41407174,0.0,2.2481234,0.0,0.0,0.0,0.0,0.0,0.0,1.6471388,0.0,0.0,1.9135532,0.0,0.0,0.0,2.5743048,5.1639967,0.0,1.9299419,1.2478306,4.551916,1.5222933,0.0,1.6142063,1.1626314,0.0,1.3875248,2.755779,1.3352258,0.0,0.0,0.0,1.6437981,0.0,3.3962388,5.713493,1.0635511,0.0,0.0
